i,t,y1,dy1
1,.000000000000000,.000000000000000,.000000000000000
2,.698131700797732,.234155771034995,.616840674667528
3,1.396263401595464,.464575650078263,-.516288140489608
4,2.094395102393195,-.473715948449143,-.670541066157400
5,2.792526803190927,.499377033351386,.155674357555027
6,3.490658503988660,-.186482806966425,3.239479374114973
7,4.188790204786391,-.483111420862582,1.105989260713407
8,4.886921905584122,-.476201830211769,1.537544297823722
9,5.585053606381853,-.111567530888170,5.446631632795430
10,6.283185307179584,.493826961767079,-1.300630980313026
